estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
,UpCurve 430 Permian Basin,1013897,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Covey Park Gas,1012774,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2016,NG Driven Pneumatic Pumps emissions,Table C.1,7.86,4
4380,Berry Petroleum Company 575 Uinta Basin Gathering and Boosting,1012713,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,9.69,10
8760,360 Anadarko Basin,1012522,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,277.51,149
8760,Callon (Permian) LLC - Basin 430,1013155,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,198.55,115
8760,"Evergreen Natural Resources, LLC. Las Vegas-Raton",1012298,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.5,2017,NG Driven Pneumatic Pumps emissions,Table C.1,26.53,12
,Antero Midstream LLC- 160A Basin,1012652,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
7754,Australis TMS Inc. 210 Mid-Gulf Coast Basin,1013091,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2022,NG Driven Pneumatic Pumps emissions,Table C.1,6.19,125
6297,360 Anadarko Basin DEC,1008287,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,6.2,2017,NG Driven Pneumatic Pumps emissions,Table C.1,244.98,187
8784,"DTM Louisiana Gathering, LLC 230 - Arkla Basin GB",1013593,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,12,2020,NG Driven Pneumatic Pumps emissions,Table C.1,82.87,39
,ConocoPhillips' Uinta (575),1007481,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Ovintiv USA Inc. 395.Williston Basin,1009261,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Ozark Gas Gathering LLC 345 Arkoma Basin GB,1012421,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8619.974,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,1012198,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,41.8,2016,NG Driven Pneumatic Pumps emissions,Table C.1,994.62,805
8760,"TEP Rocky Mountain, LLC Gathering and Boosting",1012773,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2019,NG Driven Pneumatic Pumps emissions,Table C.1,1.97,1
8760,Dominion Energy Wexpro - Green River Basin (Gath),1012486,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.7,2022,NG Driven Pneumatic Pumps emissions,Table C.1,9.74,5
,Citation Oil & Gas Corp. 430 Permian Basin,1008639,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
5788,"EOG Resources, Inc. 430 Permian basin",1008351,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,160.7,149
100,Powder River Basin - G&B - AAPG Province 515,1012329,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2022,NG Driven Pneumatic Pumps emissions,Table C.1,0.77,39
8760,Bedrock 415 Strawn Basin,1013677,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,52.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,456.52,262
,Franklin Mountain Energy/430 Permian Basin,1014233,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Valence Operating Co 260 East Texas Basin,1008587,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,127.54,64
,Ponderosa Gathering LLC,1013722,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Own Resources Operating LLC 540 Denver Basin GB,1014370,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.8,2021,NG Driven Pneumatic Pumps emissions,Table C.1,17.7,9
12,HighPoint Operating Corporation - Denver Basin (540),1009354,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,0.06,31
8760,HighPoint Operating Corporation - Denver Basin (540),1009354,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2015,NG Driven Pneumatic Pumps emissions,Table C.1,9.06,6
7561.108995,"Comstock Oil & Gas-LA, LLC",1009890,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.6,2022,NG Driven Pneumatic Pumps emissions,Table C.1,113.41,63
6564,Mewbourne Oil Company - Anadarko Basin 360,1013833,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,153.45,117
8784,Hilcorp Energy Company - Green River Basin (535),1012706,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,17.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,727.51,380
8760,MERIT ANADARKO BASIN NGG&B,1012778,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,8,5
,Basin 430 G&B,1012712,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Gulf Coast Basin 220,1012700,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.6,2018,NG Driven Pneumatic Pumps emissions,Table C.1,6.15,3
8784,425 Bend Arch,1012470,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,0.00E+00,0.00E+00
2396,"EOG Resources, Inc. 350 South Oklahoma folded belt",1008976,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,34.4,2021,NG Driven Pneumatic Pumps emissions,Table C.1,76.9,339
8760,Foundation Energy Management 345 Arkoma Basin,1008753,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,22.7,2020,NG Driven Pneumatic Pumps emissions,Table C.1,296.65,142
8760,Lucid Energy Delaware 430 Permian Basin GB,1012529,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,30.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,181.14,112
8760,"Trinity Rivery Energy Operating, LLC 210 MidGulf Coast Basin",1012028,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,43.5,2015,NG Driven Pneumatic Pumps emissions,Table C.1,271.42,135
8760,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,1012198,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,94.1,73
,Crestone Peak - Denver Basin,1008206,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Petro-Hunt Dakota, L.L.C.",1013021,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Sage Natural Resources 420 Fort Worth Syncline,1011684,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,33,2018,NG Driven Pneumatic Pumps emissions,Table C.1,283.27,162
3840,345 Arkoma Basin - BP America Production Company,1009169,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,0.93,1
6776.638298,Petro Harvester Operating Company LLC - Gulf Coast Basin (Basin 220),1011223,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,21.6,2019,NG Driven Pneumatic Pumps emissions,Table C.1,277.1,165
4380,Williams G&B Facility  Arkla Basin 230,1012195,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.9,2021,NG Driven Pneumatic Pumps emissions,Table C.1,29.55,28
,Foundation Energy Management- 450 Las Animas arch Basin,1011508,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
12,Sabine Oil & Gas LLC 220 Gulf Coast Basin,1011275,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2015,NG Driven Pneumatic Pumps emissions,Table C.1,0.1,25
,Dominion Energy Ohio - Appalachian Basin (Gath),1012142,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
6324,WPX Energy Permian LLC Boosting and Gathering,1012365,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4,2020,NG Driven Pneumatic Pumps emissions,Table C.1,190.52,151
8760,Sage Natural Resources 420 Fort Worth Syncline,1011684,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,21.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,168.2,150
2378.2,"TEP Rocky Mountain, LLC - 595 Piceance basin",1008355,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,18.8,2022,NG Driven Pneumatic Pumps emissions,Table C.1,207.76,392
,EGG 345 Arkoma GB,1012508,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
4794.83,Cimarex Energy Co. 430 Permian,1008544,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7,2016,NG Driven Pneumatic Pumps emissions,Table C.1,177.5,194
8760,Callon (Eagle Ford) LLC - Basin 220 GB,1012742,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.9,2022,NG Driven Pneumatic Pumps emissions,Table C.1,39.64,24
8760,XTO Energy Inc 350 South Oklahoma Folded Belt  GB,1012552,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,19.9,12
8021.822874,ALLP Greenriver Basin,1012251,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.7,2016,NG Driven Pneumatic Pumps emissions,Table C.1,109.04,58
8760,415 Strawn BKV  GB,1012545,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,5.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,72.83,35
8760,"Compass Production Partners, LP - Arkla Basin #230 Gathering & Boosting",1012534,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,21.15,10
,Williams G&B Facility  Piceance Basin 595,1012186,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Blackbeard Operating - 400 - Ouachita Folded Belt,1009860,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,59.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,486.3,277
3624,Caerus Piceance LLC,1008296,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,6.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,67.45,82
8760,IBEX Midstream-230-Arkla Basin,1012723,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,15.2,7
,"Grit Oil & Gas Management, LLC - Basin 220",1014344,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Surge Energy 430 Permian Basin,1013106,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Encana Oil & Gas - Piceance Basin,1008207,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,36.9,2016,NG Driven Pneumatic Pumps emissions,Table C.1,731.98,478
,"Fasken Oil and Ranch, Ltd. 430 Permian Basin",1009718,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,EnverVest Operating L.L.C.- 305 Michigan G&B,1012733,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,62.5,2017,NG Driven Pneumatic Pumps emissions,Table C.1,126.25,68
,PureWest/Green River Basin,1009125,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
227,"BPX Energy Permian Basin, AAPG Basin 430",1008632,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,22,479
,SEP Fort Worth Syncline 420 Production,1013214,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,PRM Powder River CBM Field,1013529,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Catarina Midstream, LLC 220 Gulf Coast Basin GB",1013086,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
5930,"EOG Resources, Inc. 515 Powder River basin",1008396,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,14.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,154.4,162
,Williams G&B Facility  Piceance Basin 595,1012186,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Hilcorp Energy Company - Wind River Basin (530),1012612,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.5,2017,NG Driven Pneumatic Pumps emissions,Table C.1,126.21,64
8760,Callon (Permian) LLC - Basin 430,1013155,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,43.16,25
,CRI 395 G&B Williston,1013712,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Foundation Energy Management- 450 Las Animas arch Basin,1011508,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,NFG Midstream Clermont Gathering System,1012336,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,68.8,32
8760,"Indigo Minerals, LLC",1007599,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,14.1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,199.58,99
5541,Sage Natural Resources 420 Fort Worth Syncline,1011684,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.7,2022,NG Driven Pneumatic Pumps emissions,Table C.1,73.51,68
8760,"Bluefin Resources LLC 220 Gulf Coast Basin (LA, TX)",1009837,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,38.93,23
,Ignacio Compressor Station,1012908,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
4978,Jonah Energy LLC_AAPG 535_Green River Basin,1011450,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.7,2019,NG Driven Pneumatic Pumps emissions,Table C.1,511.4,445
,EGG 350 South Oklahoma Folded Belt GB,1012491,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,EnLink Anadarko #360-G&B,1012731,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2021,NG Driven Pneumatic Pumps emissions,Table C.1,13.65,7
8760,"Cub Creek Energy, LLC - Denver Basin",1013369,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2018,NG Driven Pneumatic Pumps emissions,Table C.1,5.07,3
,Williston Gathering & Boosting QEP Energy Company,1013356,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
